LDK-NV-3,130,7459
RV-WD-3,122,5327
NP-FY-9,124,12866
GRM-WO-644,121,4593
APD-GR-104,117,8030
P-SF-709,114,7063
GT-JN-3,116,8997
RT-BM-018,115,11264
K-BU-34,123,9194
WMS-FH-25,120,14157
OBG-EZ-473,125,14192
UL-VN-3,112,8617
RZ-YH-1,127,13816
THL-BI-82,126,11777
RD-LP-0,129,10745
BRA-CN-825,120,13742
MIL-QN-49,121,6897
FKB-ZS-54,124,2129
DGF-SF-78,118,15383
AP-JI-8,120,5020
BIT-TZ-47,120,2062
ND-IH-65,114,8273
WIS-OC-7,128,3860
DU-VH-8,122,11874
MW-BY-2,125,3354
UL-RC-1,121,10053
GER-CA-06,119,12585
HAM-FL-302,130,6665
LR-AF-0,129,8762
B-QE-400,126,9217
DBR-ZS-512,124,9905
FL-YZ-75,117,4171
HOH-AV-1,111,3969
HU-RT-0,115,6673
WLG-RT-905,122,12277
HP-AQ-2,123,9545
BS-RA-8,124,7312
K-RG-4,122,1975
SPN-UG-6,115,4956
BIR-MJ-64,116,5551
MER-TI-28,108,14049
KT-ZQ-2,124,13665
A-AD-825,117,12324
MAK-SV-09,121,14947
AIC-IS-0,112,8520
ANK-OP-478,124,6175
KI-AI-39,124,10560
TE-BK-78,120,13401
TUT-YI-56,118,7873
VK-AM-9,123,7777
KH-ZP-2,124,14359
SIG-XW-99,117,4456
BYL-RK-848,123,10852
ZW-CG-46,117,10005
DAN-IM-73,119,10223
BT-GT-92,128,2349
WIT-CO-82,121,8484
ART-LU-0,125,12982
FT-TX-46,121,3137
STB-MS-54,121,9373
D-RR-9,121,12461
PAN-WE-04,119,11893
VER-YF-6,127,14439
ZP-PC-38,119,14389
ZE-GE-279,112,14241
SLS-WB-73,126,8278
DM-PL-43,121,11206
BRG-DT-3,121,6345
SLE-YP-2,118,7138
WAN-LS-52,136,1781
BIT-ET-81,126,11359
WOS-ZP-2,115,8913
GOA-OX-1,126,10994
AA-RY-99,130,7361
OF-JB-12,123,15620
ZE-QE-70,117,5045
WES-LV-182,126,11642
N-LE-54,117,14202
SAW-RN-89,133,4277
MST-NL-8,131,10562
HU-GL-4,118,13044
FOR-ZF-86,116,9547
BT-HH-041,128,14067
WAT-CL-922,122,4119
NVP-JJ-56,127,6092
ANK-KK-077,124,6635
SPN-ZA-7,119,8228
ESB-RC-6,122,9312
ZR-PX-265,111,10404
WW-GF-90,120,4914
EI-ZH-965,123,3006
SH-EW-8,126,9313
BK-IV-74,135,12035
KN-SH-313,119,11166
ZR-XE-3,113,10873
LIP-KL-650,137,5673
VER-VT-5,121,12918
SFT-BD-989,117,7541
HER-ZH-75,123,13085
OBG-FM-382,115,4887
TE-ZH-340,117,12754
GHA-LG-805,124,6847
HGN-JQ-9,116,12803
KR-GQ-693,127,15297
SLF-KF-2,123,11207
TR-WI-094,118,9512
SN-WQ-77,124,13283
EN-PD-3,121,10003
JE-HD-6,112,4254
SAW-OA-17,126,4357
BL-KF-340,118,7316
AB-YG-8,116,9290
LDK-LE-6,113,17167
BNA-OM-749,130,5700
L-IV-930,117,14390
WES-BX-160,136,7835
GP-JI-5,122,8631
ANG-LW-17,125,14944
BGL-UE-4,134,13375
OPR-IT-8,122,3945
WAK-KT-31,132,3245
WUG-DB-397,116,15548
PW-QZ-81,127,4253
RW-RX-408,122,15161
WEN-JN-1,115,2342
HAS-CY-1,119,7652
BWL-FW-5,122,6534
HY-FN-17,118,5354
WOH-UG-582,123,11402
BI-BP-3,116,4343
LIF-RE-865,125,6335
BG-UM-9,122,6275
BH-CF-11,123,3282
GRI-OA-648,114,7045
OK-IF-40,137,11018
KE-ZU-2,120,15545
FT-PC-826,129,15103
BRK-XC-08,118,10631
SEF-EW-5,125,4253
HS-WU-72,116,13700
WIL-UK-034,115,7177
NZ-JZ-992,123,10421
FOR-TW-185,128,11335
BI-WE-405,127,15477
CB-EA-94,121,12966
LSN-VY-979,125,6221
RM-YG-737,118,14229
ZR-XZ-15,121,13071
N-UW-5,123,12296
ABG-UN-078,112,2953
EBS-FI-76,119,8719
