LDK-NV-3,139,9163
RV-WD-3,117,12740
NP-FY-9,122,5924
GRM-WO-644,114,11084
APD-GR-104,120,3463
P-SF-709,129,12269
GT-JN-3,112,10430
RT-BM-018,119,12303
K-BU-34,121,11663
WMS-FH-25,129,4244
OBG-EZ-473,128,7247
UL-VN-3,124,1538
RZ-YH-1,122,14296
THL-BI-82,121,7660
RD-LP-0,134,7748
BRA-CN-825,119,11866
MIL-QN-49,129,7042
FKB-ZS-54,123,3115
DGF-SF-78,119,12274
AP-JI-8,127,13922
BIT-TZ-47,127,8116
ND-IH-65,115,7928
WIS-OC-7,116,11661
DU-VH-8,123,2541
MW-BY-2,122,4537
UL-RC-1,121,11962
GER-CA-06,121,17432
HAM-FL-302,117,10784
LR-AF-0,125,9033
B-QE-400,123,7641
DBR-ZS-512,121,1983
FL-YZ-75,128,12828
HOH-AV-1,124,8628
HU-RT-0,119,6021
WLG-RT-905,128,10230
HP-AQ-2,123,3502
BS-RA-8,127,6302
K-RG-4,122,3682
SPN-UG-6,125,6590
BIR-MJ-64,117,13663
MER-TI-28,113,4587
KT-ZQ-2,120,14949
A-AD-825,119,1703
MAK-SV-09,110,10221
AIC-IS-0,123,3919
ANK-OP-478,123,9920
KI-AI-39,118,6884
TE-BK-78,121,14776
TUT-YI-56,121,4859
VK-AM-9,130,11400
KH-ZP-2,128,17250
SIG-XW-99,116,4261
BYL-RK-848,114,13535
ZW-CG-46,126,6949
DAN-IM-73,124,6960
BT-GT-92,125,6333
WIT-CO-82,126,10444
ART-LU-0,123,8131
FT-TX-46,119,4022
STB-MS-54,125,10561
D-RR-9,116,8679
PAN-WE-04,134,14314
VER-YF-6,122,12396
ZP-PC-38,122,1760
ZE-GE-279,128,3193
SLS-WB-73,118,10837
DM-PL-43,110,9020
BRG-DT-3,120,13363
SLE-YP-2,120,7057
WAN-LS-52,128,6733
BIT-ET-81,117,10106
WOS-ZP-2,128,5887
GOA-OX-1,121,7530
AA-RY-99,113,13698
OF-JB-12,125,4864
ZE-QE-70,122,5776
WES-LV-182,120,13573
N-LE-54,132,12475
SAW-RN-89,126,11970
MST-NL-8,118,5703
HU-GL-4,124,3836
FOR-ZF-86,124,5950
BT-HH-041,120,13011
WAT-CL-922,124,6510
NVP-JJ-56,118,11378
ANK-KK-077,114,8818
SPN-ZA-7,115,11919
ESB-RC-6,119,2414
ZR-PX-265,123,3627
WW-GF-90,114,7187
EI-ZH-965,113,13177
SH-EW-8,121,13075
BK-IV-74,123,14153
KN-SH-313,130,1843
ZR-XE-3,123,10030
LIP-KL-650,129,7196
VER-VT-5,125,11737
SFT-BD-989,118,1329
HER-ZH-75,116,9391
OBG-FM-382,128,8490
TE-ZH-340,118,13938
GHA-LG-805,116,13263
HGN-JQ-9,113,15059
KR-GQ-693,121,6045
SLF-KF-2,118,8678
TR-WI-094,121,5320
SN-WQ-77,116,8587
EN-PD-3,118,9441
JE-HD-6,122,7743
SAW-OA-17,109,14045
BL-KF-340,116,7616
AB-YG-8,119,15441
LDK-LE-6,124,9901
BNA-OM-749,129,2052
L-IV-930,109,7285
WES-BX-160,127,8201
GP-JI-5,114,11165
ANG-LW-17,122,15090
BGL-UE-4,126,8163
OPR-IT-8,118,4041
WAK-KT-31,122,5598
WUG-DB-397,118,14540
PW-QZ-81,129,4646
RW-RX-408,124,14103
WEN-JN-1,122,10139
HAS-CY-1,131,2000
BWL-FW-5,123,6955
HY-FN-17,129,9992
WOH-UG-582,120,9116
BI-BP-3,109,14779
LIF-RE-865,126,15308
BG-UM-9,124,6634
BH-CF-11,114,5055
GRI-OA-648,112,10289
OK-IF-40,111,12084
KE-ZU-2,126,941
FT-PC-826,115,5379
BRK-XC-08,127,7919
SEF-EW-5,125,7886
HS-WU-72,124,12346
WIL-UK-034,129,8124
NZ-JZ-992,121,8304
FOR-TW-185,128,14319
BI-WE-405,125,10742
CB-EA-94,132,1946
LSN-VY-979,123,12243
RM-YG-737,116,10954
ZR-XZ-15,132,1574
N-UW-5,128,6782
ABG-UN-078,120,11573
EBS-FI-76,119,2777
ALF-CO-637,116,6522
W-HH-928,114,6392
MGH-AZ-7,132,16148
MEI-WB-475,115,10723
SB-BA-637,126,4812
WOH-WM-03,122,11705
EBS-EP-90,124,4494
HDL-XG-86,126,4678
OE-TG-1,123,10824
AT-FF-519,109,14495
SLE-YN-583,111,5292
TBB-KU-310,121,1174
MSE-JG-92,130,9989
SC-FA-617,127,5328
BOR-PF-8,121,14783
LB-XT-514,131,9016
GD-YJ-06,111,10686
WTM-GR-9,124,16516
BZ-UX-882,130,12321
AS-YO-15,116,5789
CUX-YN-03,133,8005
VB-YL-5,115,6626
CLP-AQ-130,115,3819
PB-WE-3,128,9638
M-DT-172,134,13790
FO-HR-412,123,12059
LUP-CO-935,129,11992
EIC-PR-5,121,8823
OHA-IE-0,129,14533
DO-CK-831,126,12464
KF-MQ-2,116,2560
F-RE-32,121,16389
L-CJ-42,127,13486
