LDK-NV-3,116,13931
RV-WD-3,118,5373
NP-FY-9,121,7611
GRM-WO-644,122,6971
APD-GR-104,121,14352
P-SF-709,118,12602
GT-JN-3,115,16164
RT-BM-018,117,13274
K-BU-34,125,1715
WMS-FH-25,129,6096
OBG-EZ-473,130,10705
UL-VN-3,137,10222
RZ-YH-1,113,2088
THL-BI-82,120,13003
RD-LP-0,121,9740
BRA-CN-825,123,3110
MIL-QN-49,125,3071
FKB-ZS-54,122,11705
DGF-SF-78,127,8493
AP-JI-8,111,5558
BIT-TZ-47,120,9363
ND-IH-65,121,10702
WIS-OC-7,116,10366
DU-VH-8,122,11632
MW-BY-2,130,8805
UL-RC-1,116,6878
GER-CA-06,127,12398
HAM-FL-302,135,8836
LR-AF-0,118,15431
B-QE-400,118,2999
DBR-ZS-512,122,4914
FL-YZ-75,118,1283
HOH-AV-1,120,9240
HU-RT-0,121,12663
WLG-RT-905,116,12125
HP-AQ-2,116,10654
BS-RA-8,122,6633
K-RG-4,111,3627
SPN-UG-6,124,11722
BIR-MJ-64,124,10810
MER-TI-28,123,6357
KT-ZQ-2,112,12528
A-AD-825,120,11370
MAK-SV-09,123,6635
AIC-IS-0,127,1006
ANK-OP-478,130,7615
KI-AI-39,126,11906
TE-BK-78,120,9084
TUT-YI-56,125,4036
VK-AM-9,127,15173
KH-ZP-2,115,6613
SIG-XW-99,118,13495
BYL-RK-848,115,7749
ZW-CG-46,111,12033
DAN-IM-73,120,5772
BT-GT-92,126,1753
WIT-CO-82,124,9890
ART-LU-0,122,6267
FT-TX-46,113,8835
STB-MS-54,124,9614
D-RR-9,120,6349
PAN-WE-04,128,9081
VER-YF-6,119,13682
ZP-PC-38,126,14600
ZE-GE-279,121,4913
SLS-WB-73,108,2098
DM-PL-43,120,8731
BRG-DT-3,128,12173
SLE-YP-2,132,14097
WAN-LS-52,129,4218
BIT-ET-81,138,8211
WOS-ZP-2,124,7318
GOA-OX-1,125,5771
AA-RY-99,114,8902
OF-JB-12,121,8722
ZE-QE-70,124,8224
WES-LV-182,130,11488
N-LE-54,120,14181
SAW-RN-89,124,9673
MST-NL-8,120,11410
HU-GL-4,123,15027
FOR-ZF-86,123,8775
BT-HH-041,130,14526
WAT-CL-922,118,11990
NVP-JJ-56,111,7525
ANK-KK-077,116,11656
SPN-ZA-7,126,15574
ESB-RC-6,127,8311
ZR-PX-265,123,14015
WW-GF-90,112,13607
EI-ZH-965,124,5141
SH-EW-8,121,10846
BK-IV-74,115,10603
KN-SH-313,122,11187
ZR-XE-3,121,15688
LIP-KL-650,124,14246
VER-VT-5,111,9523
SFT-BD-989,111,3922
HER-ZH-75,138,11482
OBG-FM-382,131,6626
TE-ZH-340,119,12349
GHA-LG-805,129,5509
HGN-JQ-9,125,11669
KR-GQ-693,126,5692
SLF-KF-2,120,11338
TR-WI-094,113,5675
SN-WQ-77,120,10894
EN-PD-3,128,11018
JE-HD-6,124,4526
SAW-OA-17,115,4105
BL-KF-340,127,9754
AB-YG-8,127,13166
LDK-LE-6,125,6796
BNA-OM-749,111,11197
L-IV-930,121,5750
WES-BX-160,121,12541
GP-JI-5,128,12794
ANG-LW-17,127,10876
BGL-UE-4,116,3440
OPR-IT-8,122,7722
WAK-KT-31,111,9725
WUG-DB-397,121,4218
PW-QZ-81,115,13265
RW-RX-408,123,1645
WEN-JN-1,112,13377
HAS-CY-1,118,796
BWL-FW-5,120,13374
HY-FN-17,128,3418
WOH-UG-582,122,11746
BI-BP-3,115,13590
LIF-RE-865,120,7213
BG-UM-9,124,3436
BH-CF-11,128,13712
GRI-OA-648,133,9652
OK-IF-40,116,12323
KE-ZU-2,120,2494
FT-PC-826,120,6599
BRK-XC-08,109,8409
SEF-EW-5,118,10796
HS-WU-72,122,16643
WIL-UK-034,137,4374
NZ-JZ-992,119,12984
FOR-TW-185,120,11377
BI-WE-405,125,13093
CB-EA-94,129,11337
LSN-VY-979,127,3737
RM-YG-737,114,14636
ZR-XZ-15,131,1495
N-UW-5,129,11854
ABG-UN-078,120,5061
EBS-FI-76,123,3794
ALF-CO-637,121,2448
W-HH-928,121,14525
MGH-AZ-7,120,10907
MEI-WB-475,127,6054
SB-BA-637,127,5875
WOH-WM-03,129,8127
EBS-EP-90,121,5034
HDL-XG-86,129,3811
OE-TG-1,134,1515
AT-FF-519,111,8349
SLE-YN-583,118,10613
TBB-KU-310,138,8770
MSE-JG-92,122,12260
SC-FA-617,127,3271
BOR-PF-8,134,13887
LB-XT-514,117,14292
GD-YJ-06,124,5451
WTM-GR-9,122,8509
BZ-UX-882,120,5665
AS-YO-15,134,3707
CUX-YN-03,127,11346
VB-YL-5,111,8908
CLP-AQ-130,116,15102
PB-WE-3,129,4038
M-DT-172,125,8698
FO-HR-412,115,15150
LUP-CO-935,128,5923
EIC-PR-5,123,7380
OHA-IE-0,130,10774
DO-CK-831,113,2572
KF-MQ-2,125,6399
F-RE-32,118,7467
L-CJ-42,126,9977
IN-XR-758,123,10318
THW-HX-3,128,9268
OVL-YQ-589,126,4440
WDA-NF-6,116,10131
SHG-VA-068,116,5169
DIN-FZ-148,115,12069
DLG-BC-3,134,7353
FF-LR-56,125,8012
KR-EI-26,121,11329
BID-NK-631,125,10042
NOL-XL-7,136,5002
BF-BX-5,124,1038
ERK-HJ-7,120,9676
BOR-TJ-66,119,5011
PR-GL-6,135,13634
SBK-HE-0,124,13267
GE-WV-586,113,15947
GM-VD-37,128,12114
BO-UT-84,113,6811
UE-QA-52,125,6822
DAU-LU-34,121,9663
HEI-YC-014,128,10702
HE-AH-674,113,9535
